	word	gold	gru pred	earlyBoundary	lateBoundary	missedBoundary	addedBoundary	totalErrors
701	complicating	c/1 o/0 m/0 p/1 l/0 i/0 c/1 a/0 t/0 i/1 n/0 g/0	c/1 o/0 m/0 p/1 l/0 i/0 c/1 a/0 t/0 I/0 n/0 g/0	0	0	1	0	1
702	landau	/1 a/0 n/0 d/1 a/0 u/0	l/1 a/0 n/0 D/0 A/1 u/0	0	1	0	0	1
703	plasminogen	p/1 l/0 a/0 s/0 m/1 i/0 n/0 o/1 g/1 e/0 n/0	p/1 l/0 a/0 s/0 m/1 i/0 n/0 o/1 g/1 e/0 N/1	0	0	0	1	1
704	evastation	/1 e/0 v/0 a/1 s/0 t/1 a/0 t/1 i/0 o/0 n/0	/1 e/0 V/1 A/0 s/0 t/1 a/0 t/1 i/0 o/0 n/0	1	0	0	0	1
705	labore	/1 a/0 b/1 o/0 r/0 e/1 r/0	l/1 a/0 b/1 o/0 r/0 E/0 r/0	0	0	1	0	1
706	thereafte	t/1 h/0 e/0 r/0 e/0 a/1 f/0 t/1 e/0 r/0	t/1 h/0 e/0 r/0 e/0 a/1 f/0 T/0 e/0 r/0	0	0	1	0	1
707	girly	g/1 i/0 r/0 l/0 y/1	g/1 i/0 r/0 l/0 Y/0	0	0	1	0	1
708	gring	g/1 r/0 i/0 n/0 g/1 o/0	g/1 r/0 i/0 n/0 G/0 O/1	0	1	0	0	1
709	coinsurance	c/1 o/0 i/1 n/0 s/1 u/0 r/0 a/1 n/0 c/0 e/0	c/1 o/0 I/0 n/0 S/0 u/0 r/0 a/1 n/0 c/0 e/0	0	0	2	0	2
710	advisory	a/1 d/0 v/1 i/0 s/1 o/0 r/1 y/0	a/1 d/0 v/1 i/0 S/0 o/0 R/0 y/0	0	0	2	0	2
711	ealistically	r/1 e/0 a/1 l/0 i/1 s/0 t/1 i/0 c/1 a/0 l/0 l/1 y/0	/1 e/0 a/1 l/0 i/1 s/0 T/0 i/0 C/0 a/0 l/0 l/1 y/0	0	0	2	0	2
712	emove	r/1 e/0 m/1 o/0 v/0 e/1 r/0	/1 e/0 m/1 o/0 v/0 E/0 r/0	0	0	1	0	1
713	syrup	s/1 y/0 r/0 u/1 p/0	s/1 y/0 R/1 U/0 p/0	1	0	0	0	1
714	minat	/1 o/0 m/0 i/1 n/1 a/0 t/1 o/0 r/0	/1 o/0 m/0 i/1 N/0 a/0 T/0 o/0 r/0	1	0	1	0	2
715	flamenc	f/1 l/0 a/0 m/1 e/0 n/0 c/1 o/0	f/1 l/0 a/0 M/0 e/0 n/0 c/1 o/0	0	0	1	0	1
716	hardship	h/1 a/0 r/0 d/0 s/1 h/0 i/0 p/0	h/1 a/0 r/0 d/0 S/0 h/0 i/0 p/0	0	0	1	0	1
717	crescen	c/1 r/0 e/0 s/1 c/0 e/0 n/0 d/1 o/0	c/1 r/0 e/0 S/0 C/1 e/0 n/0 D/0 O/1	0	2	0	0	2
718	corrosion	c/1 o/0 r/0 r/1 o/0 s/1 i/0 o/0 n/0	c/1 o/0 r/0 r/1 o/0 S/0 i/0 o/0 n/0	0	0	1	0	1
719	injustice	i/1 n/0 j/1 u/0 s/0 t/1 i/0 c/0 e/0	i/1 n/0 j/1 u/0 s/0 T/0 i/0 c/0 e/0	0	0	1	0	1
720	militarism	m/1 i/0 l/0 i/1 t/1 a/0 r/1 i/0 s/0 m/0	m/1 i/0 l/0 I/0 t/1 a/0 R/0 I/1 s/0 m/0	0	2	0	0	2
721	alles	/1 a/0 l/0 l/0 e/0 s/0	/1 a/0 l/0 l/0 E/1 s/0	0	0	0	1	1
722	ephedrine	e/1 p/1 h/0 e/0 d/0 r/1 i/0 n/0 e/0	/1 p/1 h/0 e/0 D/1 r/1 i/0 n/0 e/0	0	0	0	1	1
723	graham	g/1 r/0 a/0 h/1 a/0 m/0	g/1 r/0 a/0 H/0 a/0 M/1	0	0	1	0	1
724	coincidental	c/1 o/0 i/1 n/0 c/1 i/0 d/1 e/0 n/0 t/1 a/0 l/0	c/1 o/0 I/0 n/0 c/1 i/0 D/0 e/0 n/0 T/0 a/0 l/0	0	0	3	0	3
725	iris	i/1 r/1 i/0 s/0	i/1 R/0 i/0 s/0	1	0	0	0	1
726	neurologist	n/1 e/0 u/0 r/1 o/0 l/0 o/1 g/1 i/0 s/0 t/0	n/1 e/0 u/0 r/1 o/0 l/0 o/1 g/1 I/1 s/0 t/0	0	0	0	1	1
727	synchronization	s/1 y/0 n/0 c/1 h/0 r/0 o/0 n/1 i/0 z/1 a/0 t/1 i/0 o/0 n/0	s/1 y/0 n/0 c/1 h/0 r/0 o/0 n/1 i/0 Z/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
728	extradition	e/1 x/0 t/1 r/0 a/0 d/1 i/0 t/1 i/0 o/0 n/0	/1 x/0 t/1 r/0 a/0 D/0 i/0 t/1 i/0 o/0 n/0	0	0	1	0	1
729	mance	r/1 o/0 m/1 a/0 n/0 c/0 e/0	/1 o/0 m/1 a/0 n/0 C/1 e/0	0	0	0	1	1
730	animate	a/1 n/0 i/1 m/1 a/0 t/0 e/1 d/0	a/1 n/0 i/1 m/1 a/0 t/0 E/0 d/0	0	0	1	0	1
731	subscript	s/1 u/0 b/0 s/1 c/0 r/0 i/0 p/0 t/0	s/1 u/0 b/0 s/1 c/0 r/0 i/0 p/0 T/1	0	0	0	1	1
732	istract	/1 i/0 s/0 t/1 r/0 a/0 c/0 t/0	/1 i/0 s/0 t/1 r/0 a/0 c/0 T/1	0	0	0	1	1
733	analyze	a/1 n/0 a/1 l/1 y/0 z/0 e/1 r/0	a/1 n/0 a/1 l/1 y/0 z/0 E/0 r/0	0	0	1	0	1
734	comp	c/1 o/0 m/0 p/0	c/1 o/0 m/0 P/1	0	0	0	1	1
735	expression	e/1 x/0 p/1 r/0 e/0 s/0 s/1 i/0 o/0 n/0	/1 x/0 p/1 r/0 e/0 s/0 S/0 i/0 o/0 n/0	0	0	1	0	1
736	stencil	s/1 t/0 e/0 n/0 c/1 i/0 l/0	s/1 t/0 e/0 n/0 C/0 i/0 l/0	0	0	1	0	1
737	nefarious	n/1 e/0 f/1 a/0 r/0 i/1 o/1 u/0 s/0	n/1 e/0 F/0 a/0 r/0 I/0 o/1 u/0 s/0	0	1	1	0	2
738	timothy	t/1 i/0 m/0 o/1 t/1 h/0 y/0	t/1 i/0 m/0 O/0 t/1 h/0 y/0	0	1	0	0	1
739	circuit	c/1 i/0 r/0 c/1 u/0 i/0 t/0	c/1 i/0 r/0 c/1 u/0 I/1 t/0	0	0	0	1	1
740	newton	n/1 e/0 w/0 t/1 o/0 n/0	n/1 e/0 w/0 T/0 o/0 n/0	0	0	1	0	1
741	bonanza	b/1 o/0 n/1 a/0 n/0 z/1 a/0	b/1 o/0 N/0 a/0 n/0 z/1 a/0	0	0	1	0	1
742	macadamia	m/1 a/0 c/0 a/1 d/1 a/0 m/1 i/0 a/1	m/1 a/0 c/0 A/0 d/1 a/0 M/0 I/1 a/1	0	2	0	0	2
743	avion	a/1 v/1 i/0 o/0 n/0	a/1 v/1 i/0 O/1 n/0	0	0	0	1	1
744	fl	f/1 l/0 o/0 r/0	f/1 l/0 o/0 R/1	0	0	0	1	1
745	hedonism	h/1 e/0 d/1 o/0 n/0 i/1 s/0 m/0	h/1 e/0 D/0 o/0 n/0 i/1 s/0 m/0	0	0	1	0	1
746	scavenge	s/1 c/0 a/0 v/0 e/1 n/0 g/1 e/0 r/0	s/1 c/0 a/0 v/0 E/0 n/0 g/1 e/0 r/0	0	0	1	0	1
747	busily	b/1 u/0 s/0 i/1 l/1 y/0	b/1 u/0 s/0 I/0 L/0 y/0	0	0	2	0	2
748	sita	s/1 i/0 t/1 a/0 r/0	s/1 i/0 T/0 a/0 r/0	0	0	1	0	1
749	eamt	/1 r/0 e/0 a/0 m/0 t/0	/1 r/0 e/0 a/0 m/0 T/1	0	0	0	1	1
750	paranormal	p/1 a/0 r/0 a/1 n/1 o/0 r/0 m/1 a/0 l/0	p/1 a/0 r/0 a/1 n/1 o/0 r/0 M/0 a/0 l/0	0	0	1	0	1
751	policyholde	p/1 o/0 l/0 i/1 c/1 y/0 h/1 o/0 l/0 d/0 e/1 r/0	p/1 o/0 l/0 I/0 C/0 y/0 H/0 o/0 l/0 d/0 e/1 r/0	0	0	3	0	3
752	supposedly	s/1 u/0 p/0 p/1 o/0 s/0 e/1 d/0 l/1 y/0	s/1 u/0 P/1 p/1 o/0 s/0 E/0 d/0 l/1 y/0	0	0	1	0	1
753	infant	i/1 n/0 f/1 a/0 n/0 t/0	i/1 n/0 f/1 a/0 n/0 T/1	0	0	0	1	1
754	brazen	b/1 r/0 a/0 z/1 e/0 n/0	b/1 r/0 a/0 Z/0 e/0 n/0	0	0	1	0	1
755	hydrology	h/1 y/0 d/1 r/0 o/0 l/0 o/1 g/1 y/0	h/1 y/0 d/1 r/0 o/0 L/1 o/1 G/0 y/0	1	0	0	0	1
756	compensate	c/1 o/0 m/0 p/1 e/0 n/0 s/1 a/0 t/0 e/0	c/1 o/0 m/0 p/1 e/0 n/0 s/1 a/0 T/1 e/0	0	0	0	1	1
757	ps	/1 o/0 p/0 s/0	o/1 o/0 p/0 S/1	0	0	0	1	1
758	colophon	c/1 o/0 l/0 o/1 p/1 h/0 o/0 n/0	c/1 o/0 l/0 o/1 P/0 h/0 o/0 n/0	1	0	0	0	1
759	biographical	b/1 i/0 o/1 g/1 r/0 a/0 p/0 h/0 i/1 c/1 a/0 l/0	b/1 i/0 o/1 g/1 r/0 a/0 p/0 h/0 i/1 C/0 a/0 l/0	1	0	0	0	1
760	confirme	c/1 o/0 n/0 f/1 i/0 r/0 m/0 e/0 d/0	c/1 o/0 n/0 f/1 i/0 r/0 M/1 e/0 d/0	0	0	0	1	1
761	ignite	i/1 g/0 n/1 i/0 t/0 e/1 d/0	i/1 g/0 n/1 i/0 T/1 E/0 d/0	1	0	0	0	1
762	tributary	t/1 r/0 i/0 b/0 u/1 t/1 a/0 r/0 y/1	t/1 r/0 i/0 b/0 u/1 T/0 a/0 r/0 y/1	1	0	0	0	1
763	navigational	n/1 a/0 v/0 i/1 g/1 a/0 t/1 i/0 o/0 n/0 a/1 l/0	n/1 a/0 V/1 i/1 g/1 a/0 T/0 i/0 o/0 n/0 a/1 l/0	0	0	1	0	1
764	inputting	i/1 n/0 p/1 u/0 t/0 t/1 i/0 n/0 g/0	i/1 n/0 p/1 u/0 T/1 t/1 i/0 n/0 g/0	0	0	0	1	1
765	cataract	c/1 a/0 t/0 a/1 r/1 a/0 c/0 t/0	c/1 a/0 t/0 a/1 r/1 a/0 c/0 T/1	0	0	0	1	1
766	characterization	c/1 h/0 a/0 r/0 a/1 c/0 t/1 e/0 r/0 i/1 z/1 a/0 t/1 i/0 o/0 n/0	c/1 h/0 a/0 r/0 a/1 c/0 t/1 e/0 r/0 I/0 Z/0 a/0 t/1 i/0 o/0 n/0	0	0	2	0	2
767	nomenclature	n/1 o/0 m/1 e/0 n/0 c/1 l/0 a/0 t/1 u/0 r/0 e/0	n/1 o/0 M/0 E/1 N/1 c/1 l/0 a/0 t/1 u/0 r/0 e/0	0	1	0	1	2
768	linearly	/1 i/0 n/0 e/1 a/1 r/0 l/1 y/0	l/1 i/0 n/0 E/0 a/1 r/0 l/1 y/0	0	1	0	0	1
769	metabolite	m/1 e/0 t/1 a/0 b/0 o/1 l/1 i/0 t/0 e/0	m/1 e/0 T/0 A/1 B/1 O/0 L/0 i/0 T/1 e/0	1	1	1	0	3
770	candidate	c/1 a/0 n/0 d/1 i/0 d/1 a/0 t/0 e/0	c/1 a/0 n/0 d/1 i/0 D/0 a/0 t/0 e/0	0	0	1	0	1
771	mediocrity	m/1 e/0 d/1 i/0 o/1 c/0 r/1 i/0 t/1 y/0	m/1 e/0 d/1 i/0 o/1 C/1 R/0 i/0 t/1 y/0	1	0	0	0	1
772	tantalum	t/1 a/0 n/0 t/1 a/0 l/1 u/0 m/0	t/1 a/0 n/0 t/1 a/0 L/0 U/1 m/0	0	1	0	0	1
773	ch	c/1 h/0 o/0 r/0 d/0	c/1 h/0 o/0 R/1 d/0	0	0	0	1	1
774	harassment	h/1 a/0 r/0 a/1 s/0 s/0 m/1 e/0 n/0 t/0	h/1 a/0 r/0 a/1 s/0 s/0 M/0 e/0 n/0 t/0	0	0	1	0	1
775	keepsake	k/1 e/0 e/0 p/0 s/1 a/0 k/0 e/0	k/1 e/0 e/0 p/0 S/0 a/0 k/0 e/0	0	0	1	0	1
776	eastern	e/1 a/0 s/0 t/0 e/1 r/0 n/0	/1 a/0 s/0 t/0 E/0 r/0 n/0	0	0	1	0	1
777	ent	w/1 e/0 n/0 t/0	w/1 e/0 n/0 T/1	0	0	0	1	1
778	breathtaking	b/1 r/0 e/0 a/0 t/0 h/0 t/1 a/0 k/0 i/1 n/0 g/0	b/1 r/0 e/0 a/0 t/0 h/0 T/0 a/0 k/0 i/1 n/0 g/0	0	0	1	0	1
779	tragedy	t/1 r/0 a/0 g/0 e/1 d/1 y/0	t/1 r/0 a/0 g/0 E/0 D/0 Y/1	0	1	1	0	2
780	carrie	c/1 a/0 r/0 r/1 i/0 e/0 d/0	c/1 a/0 r/0 r/1 i/0 E/1 d/0	0	0	0	1	1
781	finch	f/1 i/0 n/0 c/0 h/0	f/1 i/0 n/0 C/1 h/0	0	0	0	1	1
782	fourteen	f/1 o/0 u/0 r/0 t/1 e/0 e/0 n/0	f/1 o/0 u/0 r/0 T/0 E/1 e/0 n/0	0	1	0	0	1
783	adiologist	r/1 a/0 d/1 i/0 o/1 l/0 o/1 g/1 i/0 s/0 t/0	/1 a/0 d/1 i/0 o/1 l/0 o/1 g/1 I/1 s/0 t/0	0	0	0	1	1
784	nuances	n/1 u/0 a/1 n/0 c/0 e/1 s/0	n/1 u/0 a/1 n/0 c/0 E/0 s/0	0	0	1	0	1
785	tableau	t/1 a/0 b/0 l/1 e/0 a/0 u/0	t/1 a/0 B/1 l/1 e/0 A/1 u/0	0	0	0	2	2
786	proliferate	p/1 r/0 o/0 l/1 i/0 f/0 e/1 r/0 a/1 t/0 e/0	p/1 r/0 o/0 l/1 i/0 f/0 E/0 r/0 a/1 T/1 e/0	0	0	1	0	1
787	profusion	p/1 r/0 o/0 f/1 u/0 s/1 i/0 o/0 n/0	p/1 r/0 o/0 f/1 u/0 S/0 i/0 o/0 n/0	0	0	1	0	1
788	budgetary	b/1 u/0 d/0 g/0 e/1 t/0 a/1 r/0 y/1	b/1 u/0 d/0 g/0 E/0 t/0 A/0 r/0 y/1	0	0	2	0	2
789	copolyme	c/1 o/0 p/1 o/0 l/0 y/1 m/1 e/0 r/0	c/1 o/0 P/0 O/1 l/0 Y/0 m/1 e/0 r/0	0	2	0	0	2
790	inette	/1 i/0 n/1 e/0 t/0 t/0 e/0	/1 i/0 N/0 e/0 t/0 T/1 e/0	0	0	1	0	1
791	interdisciplinary	i/1 n/0 t/1 e/0 r/0 d/1 i/0 s/0 c/1 i/0 p/1 l/0 i/0 n/1 a/0 r/0 y/1	i/1 n/0 t/1 e/0 r/0 d/1 i/0 s/0 c/1 i/0 p/1 l/0 i/0 N/0 a/0 r/0 y/1	0	0	1	0	1
792	appreciating	a/1 p/0 p/1 r/0 e/0 c/1 i/0 a/1 t/0 i/1 n/0 g/0	a/1 p/0 p/1 r/0 e/0 c/1 i/0 a/1 t/0 I/0 n/0 g/0	0	0	1	0	1
793	fist	f/1 i/0 s/0 t/0	f/1 i/0 s/0 T/1	0	0	0	1	1
794	handleba	h/1 a/0 n/0 d/1 l/0 e/0 b/1 a/0 r/0	h/1 a/0 n/0 D/0 l/0 e/0 b/1 a/0 r/0	0	0	1	0	1
795	gy	g/1 y/0 r/1 o/0	g/1 y/0 R/0 o/0	0	0	1	0	1
796	sclerosis	s/1 c/0 l/0 e/0 r/1 o/0 s/1 i/0 s/0	s/1 c/0 l/0 e/0 R/0 O/1 s/1 i/0 s/0	0	1	0	0	1
797	sockeye	s/1 o/0 c/0 k/0 e/1 y/0 e/0	s/1 o/0 C/1 k/0 e/1 y/0 e/0	0	0	0	1	1
798	solde	s/1 o/0 l/0 d/1 e/0 r/0	s/1 o/0 l/0 D/0 E/1 r/0	0	1	0	0	1
799	nutritious	n/1 u/0 t/1 r/0 i/0 t/1 i/0 o/0 u/0 s/0	n/1 u/0 t/1 r/0 i/0 T/0 i/0 o/0 u/0 s/0	0	0	1	0	1
800	ifficulty	/1 i/0 f/0 f/1 i/0 c/1 u/0 l/0 t/1 y/0	/1 i/0 f/0 f/1 i/0 c/1 u/0 L/1 t/1 y/0	0	0	0	1	1
801	ulette	r/1 o/0 u/0 l/1 e/0 t/0 t/0 e/0	/1 o/0 u/0 L/0 e/0 t/0 t/0 e/0	0	0	1	0	1
802	unjustifie	u/1 n/0 j/1 u/0 s/0 t/1 i/0 f/1 i/0 e/0 d/0	u/1 n/0 j/1 u/0 s/0 T/0 i/0 f/1 i/0 e/0 d/0	0	0	1	0	1
803	advancing	a/1 d/0 v/1 a/0 n/0 c/0 i/1 n/0 g/0	a/1 d/0 v/1 a/0 n/0 c/0 I/0 n/0 g/0	0	0	1	0	1
804	equiem	r/1 e/0 q/0 u/1 i/0 e/1 m/0	/1 e/0 Q/1 U/0 i/0 e/1 m/0	1	0	0	0	1
805	abrupt	a/1 b/0 r/1 u/0 p/0 t/0	a/1 B/1 R/0 u/0 p/0 T/1	1	0	0	1	2
806	ss	/1 o/0 s/0 s/0	/1 o/0 s/0 S/1	0	0	0	1	1
807	tucke	t/1 u/0 c/0 k/0 e/1 r/0	t/1 u/0 C/1 k/0 e/1 r/0	0	0	0	1	1
808	ecommen	r/1 e/0 c/0 o/1 m/0 m/1 e/0 n/0 d/0	/1 e/0 C/1 O/0 m/0 m/1 e/0 n/0 d/0	1	0	0	0	1
809	brokerage	b/1 r/0 o/0 k/1 e/0 r/0 a/1 g/0 e/0	b/1 r/0 o/0 K/0 e/0 r/0 a/1 g/0 e/0	0	0	1	0	1
810	unwante	u/1 n/0 w/1 a/0 n/0 t/0 e/1 d/0	u/1 n/0 w/1 a/0 n/0 t/0 E/0 d/0	0	0	1	0	1
811	trampoline	t/1 r/0 a/0 m/0 p/1 o/0 l/1 i/0 n/0 e/0	t/1 r/0 a/0 m/0 p/1 o/0 L/0 i/0 n/0 e/0	0	0	1	0	1
812	eggae	r/1 e/0 g/0 g/1 a/0 e/0	/1 e/0 G/1 g/1 a/0 e/0	0	0	0	1	1
813	ifficulties	/1 i/0 f/0 f/0 i/0 c/0 u/0 l/0 t/1 i/0 e/0 s/0	/1 i/0 f/0 F/1 i/0 C/1 u/0 L/1 t/1 i/0 e/0 s/0	0	0	0	3	3
814	ch	/1 r/0 c/0 h/0	o/1 r/0 C/1 h/0	0	0	0	1	1
815	eventful	e/1 v/1 e/0 n/0 t/0 f/1 u/0 l/0	/1 v/1 e/0 N/1 T/1 f/1 u/0 l/0	0	0	0	2	2
816	ispersion	/1 i/0 s/0 p/1 e/0 r/0 s/1 i/0 o/0 n/0	/1 i/0 s/0 p/1 e/0 r/0 S/0 i/0 o/0 n/0	0	0	1	0	1
817	hazelnut	h/1 a/0 z/1 e/0 l/0 n/1 u/0 t/0	h/1 a/0 Z/0 e/0 l/0 n/1 u/0 t/0	0	0	1	0	1
818	precipitate	p/1 r/0 e/0 c/1 i/0 p/0 i/1 t/1 a/0 t/0 e/0	p/1 r/0 e/0 c/1 i/0 P/1 i/1 t/1 a/0 T/1 E/1	0	0	0	3	3
819	perch	p/1 e/0 r/0 c/0 h/0	p/1 e/0 r/0 C/1 h/0	0	0	0	1	1
820	glycogen	g/1 l/0 y/0 c/1 o/0 g/1 e/0 n/0	g/1 l/0 y/0 c/1 o/0 G/0 e/0 n/0	0	0	1	0	1
821	boile	b/1 o/0 i/0 l/0 e/0 d/0	b/1 o/0 i/0 l/0 E/1 d/0	0	0	0	1	1
822	undistribute	u/1 n/0 d/1 i/0 s/0 t/1 r/0 i/0 b/0 u/1 t/0 e/1 d/0	u/1 n/0 d/1 i/0 s/0 t/1 r/0 i/0 b/0 u/1 t/0 E/0 d/0	0	0	1	0	1
823	absent	a/1 b/0 s/1 e/0 n/0 t/0	a/1 B/1 s/1 e/0 n/0 T/1	0	0	0	2	2
824	clove	c/1 l/0 o/0 v/1 e/0 r/0	c/1 l/0 o/0 V/0 e/0 r/0	0	0	1	0	1
825	jell	j/1 e/0 l/0 l/0 o/1	j/1 e/0 l/0 L/1 O/0	1	0	0	0	1
826	volcan	v/1 o/0 l/0 c/1 a/0 n/1 o/0	v/1 o/0 l/0 c/1 a/0 N/0 O/1	0	1	0	0	1
827	covers	c/1 o/0 v/1 e/0 r/0 s/0	c/1 o/0 V/0 E/1 r/0 S/1	0	1	0	1	2
828	sweeps	s/1 w/0 e/0 e/0 p/0 s/0	s/1 w/0 e/0 e/0 p/0 S/1	0	0	0	1	1
829	snipe	s/1 n/0 i/0 p/0 e/0	s/1 n/0 i/0 p/0 E/1	0	0	0	1	1
830	strangeness	s/1 t/0 r/0 a/0 n/0 g/0 e/0 n/1 e/0 s/0 s/0	s/1 t/0 r/0 a/0 n/0 g/0 e/0 N/0 e/0 s/0 s/0	0	0	1	0	1
831	gathere	g/1 a/0 t/0 h/0 e/1 r/0 e/1 r/0	g/1 a/0 t/0 h/0 E/0 r/0 E/0 r/0	0	0	2	0	2
832	apricot	a/1 p/0 r/1 i/0 c/1 o/0 t/0	a/1 p/0 R/0 i/0 C/0 o/0 t/0	0	0	2	0	2
833	cadmium	c/1 a/0 d/0 m/1 i/0 u/1 m/0	c/1 a/0 d/0 m/1 i/0 U/0 m/0	0	0	1	0	1
834	fundamentalism	f/1 u/0 n/0 d/1 a/0 m/1 e/0 n/0 t/1 a/0 l/0 i/1 s/0 m/0	f/1 u/0 n/0 d/1 a/0 M/0 e/0 n/0 T/0 a/0 l/0 i/1 s/0 m/0	0	0	2	0	2
835	pope	p/1 o/0 p/0 e/0	p/1 o/0 p/0 E/1	0	0	0	1	1
836	troubleshooting	t/1 r/0 o/0 u/0 b/1 l/0 e/0 s/1 h/0 o/0 o/0 t/0 i/1 n/0 g/0	t/1 r/0 o/0 u/0 b/1 l/0 e/0 S/0 h/0 o/0 o/0 t/0 i/1 n/0 g/0	0	0	1	0	1
837	assistive	a/1 s/0 s/1 i/0 s/0 t/0 i/1 v/0 e/0	a/1 s/0 s/1 i/0 s/0 t/0 I/0 v/0 e/0	0	0	1	0	1
838	bracing	b/1 r/0 a/0 c/0 i/1 n/0 g/0	b/1 r/0 a/0 c/0 I/0 n/0 g/0	0	0	1	0	1
839	atomic	a/1 t/1 o/0 m/0 i/1 c/0	a/1 T/0 o/0 m/0 i/1 c/0	1	0	0	0	1
840	proximity	p/1 r/0 o/0 x/0 i/1 m/0 i/1 t/1 y/0	p/1 r/0 o/0 x/0 i/1 M/1 I/0 t/1 y/0	1	0	0	0	1
841	skating	s/1 k/0 a/0 t/0 i/1 n/0 g/0	s/1 k/0 a/0 t/0 I/0 n/0 g/0	0	0	1	0	1
842	piecemeal	p/1 i/0 e/0 c/0 e/0 m/1 e/0 a/0 l/0	p/1 i/0 E/1 c/0 e/0 m/1 e/0 a/0 l/0	0	0	0	1	1
843	panache	p/1 a/0 n/1 a/0 c/0 h/0 e/0	p/1 a/0 N/0 A/1 c/0 h/0 e/0	0	1	0	0	1
844	tonal	t/1 o/0 n/0 a/1 l/0	t/1 o/0 n/0 A/0 l/0	0	0	1	0	1
845	aggressively	a/1 g/0 g/1 r/0 e/0 s/0 s/1 i/0 v/0 e/0 l/1 y/0	a/1 G/1 g/1 r/0 e/0 s/0 s/1 i/0 v/0 e/0 l/1 y/0	0	0	0	1	1
846	lullaby	/1 u/0 l/0 l/0 a/1 b/1 y/0	l/1 u/0 L/1 l/0 A/0 b/1 y/0	0	1	0	0	1
847	achieve	a/1 c/1 h/0 i/0 e/0 v/0 e/1 r/0	a/1 C/0 h/0 i/0 e/0 v/0 E/0 r/0	1	0	1	0	2
848	indulgence	i/1 n/0 d/1 u/0 l/0 g/1 e/0 n/0 c/0 e/0	i/1 n/0 d/1 u/0 l/0 G/0 e/0 n/0 c/0 e/0	0	0	1	0	1
849	cole	c/1 o/0 l/0 e/0	c/1 o/0 l/0 E/1	0	0	0	1	1
850	hungry	h/1 u/0 n/0 g/1 r/0 y/0	h/1 u/0 n/0 G/0 r/0 y/0	0	0	1	0	1
851	methanol	m/1 e/0 t/0 h/0 a/1 n/1 o/0 l/0	m/1 e/0 t/0 h/0 a/1 N/0 o/0 l/0	1	0	0	0	1
852	marmot	m/1 a/0 r/0 m/1 o/0 t/0	m/1 a/0 r/0 m/1 o/0 T/1	0	0	0	1	1
853	ka	k/1 a/0 r/1 o/0 o/0	k/1 a/0 R/0 o/0 o/0	0	0	1	0	1
854	peculia	p/1 e/0 c/1 u/0 l/1 i/0 a/0 r/0	p/1 e/0 C/0 u/0 l/1 i/0 a/0 r/0	0	0	1	0	1
855	cloiste	c/1 l/0 o/0 i/0 s/0 t/1 e/0 r/0	c/1 l/0 o/0 i/0 s/0 T/0 E/1 r/0	0	1	0	0	1
856	maple	m/1 a/0 p/1 l/0 e/0	m/1 a/0 P/0 L/1 e/0	0	1	0	0	1
857	undecide	u/1 n/0 d/1 e/0 c/1 i/0 d/0 e/1 d/0	u/1 n/0 d/1 e/0 c/1 i/0 d/0 E/0 d/0	0	0	1	0	1
858	uff	/1 u/0 f/0 f/0	/1 u/0 f/0 F/1	0	0	0	1	1
859	atmospheric	a/1 t/0 m/1 o/0 s/0 p/1 h/0 e/0 r/0 i/1 c/0	a/1 t/0 m/1 o/0 s/0 P/0 h/0 e/0 r/0 i/1 C/1	0	0	1	0	1
860	permutation	p/1 e/0 r/0 m/1 u/0 t/1 a/0 t/1 i/0 o/0 n/0	p/1 e/0 r/0 m/1 u/0 T/0 a/0 t/1 i/0 o/0 n/0	0	0	1	0	1
861	noteworthy	n/1 o/0 t/0 e/0 w/1 o/0 r/0 t/1 h/0 y/0	n/1 o/0 T/1 e/0 w/1 o/0 r/0 T/0 h/0 y/0	0	0	1	0	1
862	marge	m/1 a/0 r/0 g/0 e/0	m/1 a/0 r/0 G/1 e/0	0	0	0	1	1
863	compute	c/1 o/0 m/0 p/1 u/0 t/0 e/0	c/1 o/0 m/0 p/1 u/0 t/0 E/1	0	0	0	1	1
864	afrai	a/1 f/1 r/0 a/0 i/0 d/0	a/1 F/0 r/0 a/0 i/0 d/0	1	0	0	0	1
865	alcoholic	a/1 l/0 c/1 o/0 h/1 o/0 l/0 i/1 c/0	a/1 l/0 c/1 o/0 h/1 o/0 l/0 I/0 c/0	0	0	1	0	1
866	astrometric	a/1 s/0 t/1 r/0 o/0 m/1 e/0 t/0 r/1 i/0 c/0	a/1 s/0 t/1 r/0 o/0 m/1 e/0 T/1 R/0 i/0 c/0	1	0	0	0	1
867	ample	a/1 m/0 p/1 l/0 e/0	a/1 M/1 p/1 l/0 e/0	0	0	0	1	1
868	elete	/1 e/0 l/1 e/0 t/0 e/0	/1 e/0 l/1 E/1 t/0 e/0	0	0	0	1	1
869	compromising	c/1 o/0 m/0 p/1 r/0 o/0 m/1 i/0 s/0 i/1 n/0 g/0	c/1 o/0 m/0 p/1 r/0 o/0 m/1 i/0 s/0 I/0 n/0 g/0	0	0	1	0	1
870	coordination	c/1 o/0 o/1 r/0 d/1 i/0 n/1 a/0 t/1 i/0 o/0 n/0	c/1 o/0 O/0 r/0 d/1 i/0 n/1 a/0 T/0 i/0 o/0 n/0	0	0	2	0	2
871	ebt	/1 e/0 b/0 t/0 o/1 r/0	/1 e/0 B/1 t/0 O/0 r/0	0	0	1	0	1
